lat,long,amenity,name,description,operator,brand,brand:wikipedia
43.1773412,131.9190301,fuel,НК Альянс,,НК Альянс,НК Альянс,
43.1214564,131.8898338,atm,,,Связь-банк,,
43.1078735,131.9423539,medics,Флюорографический кабинет,,МУЗ ГКБ №4,,
43.1058595,131.9439773,facility,,,,,
43.1058839,131.9440383,facility,,,,,
43.1116514,131.8829298,atm,Сбербанк,,,,
43.1116514,131.8831873,atm,Газпромбанк,,,,
43.1119804,131.8831873,cafe,Морской лев,,,,
43.2451495,132.0345474,facility,колонка,,,,
43.2639082,132.0272107,car_wash,,,,,
43.1112024,131.8816983,atm,,,Транскредит Банк,,
43.1229861,131.9129345,medics,Ультрадент,"Мед центр: стоматология, терапевт, гинеколог, лор, массаж и др.",,,
43.2476111,132.0352861,facility,Колодец,,,,
43.2461417,132.0329556,facility,колонка,,,,
43.2472473,132.022069,facility,,,,,
43.2471695,132.0234401,facility,,,,,
43.2471664,132.0221903,facility,,,,,
43.241683,132.0219506,facility,колонка,,,,
43.2396157,132.0202566,facility,колонка,,,,
43.2613547,132.029967,facility,,,,,
43.2401458,132.0243602,pharmacy,Аптека,,,,
43.2643487,132.0264301,cafe,Format,,,,
43.2563388,132.0415126,facility,колонка,,,,
43.2600906,132.0198228,facility,колонка,,,,
43.2576926,132.0195628,facility,колонка,,,,
43.0899658,131.9582206,facility,,,,,
43.0936043,131.9594923,facility,,,,,
43.0876204,131.9417754,facility,,,,,
43.0876596,131.9417725,facility,,,,,
43.1114908,131.8818183,medics,Мед. пункт,,,,
43.1132388,131.8844326,facility,,,,,
43.1132762,131.8842711,facility,,,,,
43.1132926,131.8842778,facility,,,,,
43.1146584,131.8890121,medics,Галс Дентал,,,,
43.1147688,131.8884022,medics,Медкомиссия,,ФГУ ДВОМЦ ФМБА РОССИИ,,
43.1149338,131.8882879,facility,,,,,
43.1149762,131.8883787,facility,,,,,
43.1152204,131.8891343,pharmacy,,,,,
43.1137126,131.8983543,facility,,,,,
43.1137174,131.8983727,facility,,,,,
43.1137577,131.8984596,facility,,,,,
43.1137706,131.8984826,facility,,,,,
43.1137773,131.8985332,facility,,,,,
43.1137778,131.8985148,facility,,,,,
43.1138399,131.8983419,facility,,,,,
43.1138931,131.8985736,facility,,,,,
43.1139026,131.8991047,facility,,,,,
43.1139155,131.8991277,facility,,,,,
43.1139313,131.8992009,facility,,,,,
43.1139227,131.89916,facility,,,,,
43.1140034,131.8996664,facility,,,,,
43.1140067,131.8996786,facility,,,,,
43.1140336,131.8992042,facility,,,,,
43.1140984,131.8994765,facility,,,,,
43.1141036,131.8995019,facility,,,,,
43.1141665,131.8997771,facility,,,,,
43.1141697,131.8998019,facility,,,,,
43.1146771,131.9021002,community_centre,Ансамбль песни и пляски тихоокеанского флота России,,Тихоокеанский флот России,,
43.1149699,131.9035549,atm,,,Сбербанк,,
43.1557994,131.9269482,pharmacy,Аптека,,,,
43.1554056,131.9269948,restaurant,Китайский ресторан,,,,
43.1570336,131.9253937,restaurant,Эбису,"юр. адрес: Владивосток, Волгоградская 7А","ООО ""Атмос.Ру""",,
43.1565669,131.9272512,facility,,,,,
43.156961,131.9273738,facility,,,,,
43.1570343,131.9253156,facility,,,,,
43.1571029,131.9272878,post_box,,,Почта России,,
43.1572007,131.9263915,atm,,банкомат,Банк Приморье,,
43.1024093,131.9594188,facility,,,,,
43.098655,131.9677419,fast_food,PIT-STOP,"суши, роллы",,,
43.1012817,131.9642618,vehicle_ramp,,,,,
43.0984038,131.9778966,facility,,,,,
43.1131838,131.8824188,facility,,,,,
43.1094288,131.8756278,cafe,il Lido Cafe,,,,
43.119523,131.8839259,cafe,Koritsa,media cafe,,,
43.1202834,131.8852268,cafe,Гемма Плюс,,,,
43.1201517,131.8863054,heduction,Институт повышения квалификации и профессиональной переподготовки специалистов,,Тихоокеанский Государственный Экономический Университет,,
43.1201118,131.886375,education,Школа биомедицины / экономики и менеджмента,,,,
43.1195898,131.8847689,cafe,Элисс,,,,
43.1199844,131.8867185,facility,,,,,
43.120069,131.8861062,atm,,,Дальневосточный банк,,
43.257473,132.040731,medics,Детская поликлиника,,,,
43.1073795,131.9827567,facility,,,,,
43.1550663,131.9321373,car_wash,Автомойка,,,,
43.1551205,131.9321754,cafe,,,,,
43.1485277,131.9164887,education,Вечерняя (сменная) школа №18,,,,
43.0944319,131.8949089,education,Вечерняя (сменная) школа №7,,,,
43.0929583,131.8625515,education,Вечерняя (сменная) школа №2,,,,
43.1177437,131.8822936,education,Открытая (сменная) школа №2,,,,
43.1202666,131.8898932,education,Детский сад №1,,,,
43.0941718,131.8598872,education,Детский сад №25,,,,
43.1020621,131.8632514,education,Детский сад №110,,,,
43.1176222,131.8929778,nightclub,BSB,,,,
43.1178457,131.8924773,medics,Детская стоматологическая поликлиника,,,,
43.115923,131.8874308,cafe,Отдел культуры,,,,
43.1089328,131.8779036,medics,Приморский центр парадонтологии,,,,
43.1179942,131.8906196,atm,,,Росбанк,,
43.1923204,132.1110057,goverment,Полиция,,,,
43.1964883,132.1088084,goverment,Стационарный пост ДПС,,,,
43.1120572,131.9342785,atm,,,Банк ВТБ (ПАО),,
43.1146088,131.8921502,atm,,,Банк Приморье,,
43.1962408,132.1211185,cafe,Бек,,,,
43.1960233,132.1192127,cafe,Санья,,,,
43.1954138,132.1165669,cafe,Шах,,,,
43.1952875,132.1163202,fast_food,Шашлык,,,,
43.1953471,132.1163909,fast_food,Шашлык,,,,
43.1948049,132.1120362,atm,,,Банк Приморье,,
43.19642,132.12396,cafe,Арарат,,,,
43.1962261,132.1201376,cafe,Дбин,,,,
43.1954876,132.116807,cafe,Дикая роза,,,,
43.1970245,132.1269943,cafe,Марина,,,,
43.1945216,132.1134101,facility,,,,,
43.1946433,132.1138417,facility,,,,,
43.1948762,132.1122722,facility,,,,,
43.1972118,132.1284497,facility,,,,,
43.0985805,131.9034217,bank,Сбербанк,,"ОАО ""Сбербанк России""",,
43.0997879,131.904926,pharmacy,Аптека,,,,
43.1008497,131.9409942,pharmacy,Аптечный пункт,,,,
43.10129,131.9424168,car_wash,,,,,
43.1199864,131.8836003,cafe,,,,,
43.1171143,131.8861801,bank,,,Home Credit,,
43.120292,131.88514,restaurant,Лемончелло,,,,
43.1188046,131.8828872,pharmacy,,,,,
43.1198536,131.8835502,bank,,,Азиатско-Тихоокеанский банк,,
43.1152681,131.9023938,restaurant,Republic,,,,
43.1129836,131.9155451,bank,Приморье,,,,
43.0852626,131.9636471,medics,Приморский центр микрохирургии глаза,,,,
43.0925651,131.8587396,goverment,"РЭУ ""У Порта""",,"УК ""Эгершельд""",,
43.1025458,131.8691,alco,Ганс,,,,
43.0983832,131.8622378,atm,,,Банк Приморье,,
43.1257018,131.8896708,medics,George Dental Group,,,,
43.1510479,131.9070165,bank,Восточный Экспресс Банк,,,,
43.1548804,131.9113888,bank,Восточный Экспресс Банк,,,,
43.1570298,131.9107567,bank,МТС Банк,,,,
43.0923586,131.9169089,medics,,,,,
43.1095651,131.8788948,goverment,Паллада,,"УК ""Эгершельд""",,
43.1186282,131.8923118,cafe,Boun Apetito,,,,
43.1186793,131.892421,car_wash,Paradise,,,,
43.1178537,131.8865881,bank,,,СКВ-Банк,,
43.1193262,131.8925406,medics,,,,,
43.1165136,131.8822736,bank,,,Приморье,,
43.1152228,131.9097948,cafe,Apriory,,,,
43.1151445,131.9100523,pharmacy,Аптека,,,,
43.1164717,131.902944,vehicle_ramp,,,,,
43.1157831,131.9012432,facility,,,,,
43.1158281,131.9014229,facility,,,,,
43.1170076,131.9051111,facility,,,,,
43.1170628,131.9052996,facility,,,,,
43.1171393,131.9052773,facility,,,,,
43.1109131,131.9362079,goverment,Милиция,,,,
43.112301,131.9246784,post_box,,,Почта России,,
43.1165623,131.8882557,bank,Газпромбанк,,,,
43.1237429,131.887714,medics,Травмпункт №1,,,,
43.1698955,131.9185689,medics,Травмпункт №3,,,,
43.1103001,131.8766949,atm,,,Банк Приморье,,
43.1177449,131.8806299,atm,,,Банк Приморье,,
43.1242283,131.8846456,atm,,,Банк Приморье,,
43.127727,131.9390184,atm,,,Банк Приморье,,
43.1520611,131.9086046,atm,,,Банк Приморье,,
43.1535308,131.9089979,atm,,,Банк Приморье,,
43.160241,131.9128193,atm,,,Банк Приморье,,
43.1768675,131.9189641,atm,,,Банк Приморье,,
43.1775811,131.9229261,atm,,,Банк Приморье,,
43.1919316,131.9206098,atm,,,Банк Приморье,,
43.1930143,131.9254203,atm,,,Банк Приморье,,
43.2313574,131.9929573,atm,,,Банк Приморье,,
43.0974786,131.9539529,atm,,,Банк Приморье,,
43.1255708,131.9052823,atm,,,Банк Приморье,,
43.1648636,131.9310155,atm,,,Банк Приморье,,
43.1668825,131.9337814,atm,,,Банк Приморье,,
43.0873094,131.9024118,atm,,,Банк Приморье,,
43.0934066,131.9020403,atm,,,Банк Приморье,,
43.0950737,131.9759215,atm,,,Банк Приморье,,
43.1004433,131.9037793,atm,,,"Банк Приморье, Сбербанк",,
43.1120877,131.9124896,atm,,,Банк Приморье,,
43.1186617,131.9513974,atm,,,Банк Приморье,,
43.1253734,131.9154129,atm,,,Банк Приморье,,
43.1288101,131.8899234,atm,,,Банк Приморье,,
43.1306614,131.889799,atm,,,Банк Приморье,,
43.1451092,131.9131079,atm,,,Банк Приморье,,
43.1455328,131.9098369,atm,,,Банк Приморье,,
43.1489124,131.9113336,atm,,,Банк Приморье,,
43.1706004,131.9099272,atm,,,Банк Приморье,,
43.1106381,131.9619854,atm,,,Банк Приморье,,
43.1109649,131.9354796,atm,,банкомат,ПримСоцБанк,,
43.1116419,131.9374602,atm,,,Банк Приморье,,
43.1152086,131.8770826,atm,,,Банк Приморье,,
43.1171047,131.9604322,atm,,,Банк Приморье,,
43.1236831,131.9234003,atm,,,Банк Приморье,,
43.1295269,131.9174582,atm,,,Банк Приморье,,
43.1331347,131.9125014,atm,,,Банк Приморье,,
43.2244099,131.9933708,atm,,,Банк Приморье,,
43.090113,131.9679579,atm,,,Банк Приморье,,
43.0988377,131.9203625,atm,Банк Приморье,,Банк Приморье,,
43.1049245,131.9377436,atm,,,Банк Приморье,,
43.1154981,131.887796,atm,,,Банк Приморье,,
43.1155988,131.8833628,atm,,,Банк Приморье,,
43.1181373,131.8889598,atm,,,Банк Приморье,,
43.1241278,131.8873654,atm,,,Банк Приморье,,
43.1297218,131.9020139,atm,,,Банк Приморье,,
43.132561,131.9041999,atm,,,Банк Приморье,,
43.1328941,131.898735,atm,,,Банк Приморье,,
43.137066,131.9534297,atm,,,Банк Приморье,,
43.1436116,131.9039361,atm,,,Банк Приморье,,
43.1646695,131.909457,atm,,,Банк Приморье,,
43.1686714,131.921327,atm,,,Банк Приморье,,
43.1697181,131.9343354,atm,,,Банк Приморье,,
43.1725164,131.9385458,atm,,,Банк Приморье,,
43.2001741,131.9205002,atm,,,Банк Приморье,,
43.2363677,132.0114234,atm,,,Банк Приморье,,
43.0979357,131.9453918,atm,,,Банк Приморье,,
43.0981964,131.9033141,atm,,,Банк Приморье,,
43.1012075,131.9522247,atm,,,Банк Приморье,,
43.1643278,131.9094044,atm,,,Банк Приморье,,
43.1699439,131.9186528,medics,"Стоматология ""Самсон""",,,,
43.1822421,131.9140942,veterinary,Ника,,,,
43.0960219,131.8616587,cafe,Цзян-Нань,,,,
43.1207176,131.9449944,cafe,Кураж,,,,
43.132644,131.9071984,post_office,Владивосток 690002,,АО «Почта России»,Почта России,ru:Почта России
43.1052528,131.8730055,post_office,Владивосток 690003,,АО «Почта России»,Почта России,ru:Почта России
43.0903992,131.9486838,post_office,Владивосток 690011,,АО «Почта России»,Почта России,ru:Почта России
43.1122247,131.8806656,post_office,Владивосток 690007,,АО «Почта России»,Почта России,ru:Почта России
43.0976818,131.9056311,post_office,Владивосток 690021,,АО «Почта России»,Почта России,ru:Почта России
43.1906784,131.9239006,post_office,Владивосток 690022,,АО «Почта России»,Почта России,ru:Почта России
43.2339673,132.0197831,post_office,Владивосток 690024,,АО «Почта России»,Почта России,ru:Почта России
43.2404174,132.02074,post_office,Владивосток 690025,,АО «Почта России»,Почта России,ru:Почта России
43.1597816,131.9137635,post_office,Владивосток 690033,,АО «Почта России»,Почта России,ru:Почта России
43.1054986,131.9432466,post_office,Владивосток 690034,,АО «Почта России»,Почта России,ru:Почта России
43.1010112,131.9156426,post_office,Владивосток 690035,,АО «Почта России»,Почта России,ru:Почта России
43.1257997,131.9447886,post_office,Владивосток 690037,,АО «Почта России»,Почта России,ru:Почта России
43.1663231,131.9040786,post_office,Владивосток 690039,,АО «Почта России»,Почта России,ru:Почта России
43.217603,131.9536373,post_office,Владивосток 690041,,АО «Почта России»,Почта России,ru:Почта России
43.129756,132.014892,post_office,Владивосток 690042,,АО «Почта России»,Почта России,ru:Почта России
43.1552073,131.911553,post_office,Владивосток 690048,,АО «Почта России»,Почта России,ru:Почта России
43.1700928,131.9323679,post_office,Владивосток 690105,,АО «Почта России»,Почта России,ru:Почта России
43.1275428,131.8998859,post_office,Владивосток 690106,,АО «Почта России»,Почта России,ru:Почта России
43.2085535,132.1484901,post_office,Владивосток 690108,,АО «Почта России»,Почта России,ru:Почта России
43.1138533,131.9607397,post_office,Владивосток 690109,,АО «Почта России»,Почта России,ru:Почта России
43.2802461,132.0501528,post_office,Владивосток 690054,,АО «Почта России»,Почта России,ru:Почта России
43.1453887,131.9071866,post_office,Владивосток 690062,,АО «Почта России»,Почта России,ru:Почта России
43.0875658,131.9015555,post_office,Владивосток 690063,,АО «Почта России»,Почта России,ru:Почта России
43.1179268,131.9331018,post_office,Владивосток 690066,,АО «Почта России»,Почта России,ru:Почта России
43.1735651,131.9123695,post_office,Владивосток 690068,,АО «Почта России»,Почта России,ru:Почта России
43.1714251,131.9178089,post_office,Владивосток 690069,,АО «Почта России»,Почта России,ru:Почта России
43.14949,131.9698497,post_office,Владивосток 690074,,АО «Почта России»,Почта России,ru:Почта России
43.1354408,131.8953275,post_office,Владивосток 690078,,АО «Почта России»,Почта России,ru:Почта России
43.0881588,131.9715701,post_office,Владивосток 690080,,АО «Почта России»,Почта России,ru:Почта России
43.129657,131.9353157,post_office,Владивосток 690087,,АО «Почта России»,Почта России,ru:Почта России
43.1325894,131.9250764,post_office,Владивосток 690088,,АО «Почта России»,Почта России,ru:Почта России
43.1109995,131.8803036,post_office,Владивосток 690090,,АО «Почта России»,Почта России,ru:Почта России
43.1208934,131.8832959,post_office,Владивосток 690090,,АО «Почта России»,Почта России,ru:Почта России
43.0938857,131.9724228,post_office,Владивосток 690092,,АО «Почта России»,Почта России,ru:Почта России
43.1120123,131.8790006,alco,Гутовъ,,,,
43.1173576,131.8826544,atm,,,,,
43.1247509,131.8886639,post_box,,,Почта России,,
43.0926221,131.8620328,medics,Жемчужина,,,,
43.1495345,131.9060469,medics,Жемчуг-Н.В.,,,,
43.1139541,131.917026,cafe,чайный дом по восточному,,,,
43.1181888,131.8861538,pharmacy,Овита,,,,
43.1327846,131.8989037,fast_food,Роял Бургер,,,,
43.1286625,131.8928545,alco,Тринити,,,,
43.0872223,131.9014195,bank,Сбербанк,,Сбербанк России,,
43.0880359,131.9712053,bank,Сбербанк,,Сбербанк России,,
43.1092612,131.8785755,bank,Сбербанк,,Сбербанк России,,
43.1547968,131.9110045,bank,Сбербанк,,Сбербанк России,,
43.1549926,131.9241207,bank,Сбербанк,,Сбербанк России,,
43.17313,131.9159812,bank,Сбербанк,,Сбербанк России,,
43.1013713,131.8990184,restaurant,Семь небес,,,,
43.1020741,131.9225942,bank,Сбербанк,,Сбербанк России,,
43.1273233,131.8930413,bank,Сбербанк,,Сбербанк России,,
43.1329406,131.9071241,bank,Сбербанк,,Сбербанк России,,
43.1510682,131.9104393,bank,Сбербанк,,Сбербанк России,,
43.0938411,131.9044062,bank,Сбербанк,,Сбербанк России,,
43.1052264,131.8718799,bank,Сбербанк,,Сбербанк России,,
43.1133725,131.9608023,bank,Сбербанк,,"ОАО ""Сбербанк России""",,
43.1271152,131.9072516,bank,Сбербанк,,Сбербанк России,,
43.1325719,131.9249487,bank,Сбербанк,,Сбербанк России,,
43.1802609,131.9204735,bank,Сбербанк,,Сбербанк России,,
43.2180797,131.9540283,bank,Сбербанк,,Сбербанк России,,
43.1572717,131.9305829,post_office,Владивосток 690089,,АО «Почта России»,Почта России,ru:Почта России
43.0915733,131.9660577,pharmacy,Аптека экономных людей,,,,
43.0966591,131.9664659,pharmacy,,,,,
43.1138889,131.9170128,medics,Никодент,,,,
43.0940498,131.902192,bank,Росбанк,,,,
43.1050099,131.8714221,atm,Росбанк,,,,
43.1237285,131.9048361,atm,Росбанк,,,,
43.125532,131.8793685,atm,Росбанк,,,,
43.1317254,131.9125982,bank,Росбанк,,,,
43.1509221,131.9062136,bank,Росбанк,,,,
43.1571587,131.9262127,atm,Росбанк,,,,
43.160713,131.9131105,atm,Росбанк,,,,
43.2185992,131.9891175,facility,,,,,
43.2212009,131.9925128,facility,,,,,
43.2232207,131.9929945,facility,,,,,
43.2232344,131.9930019,facility,,,,,
43.2232417,131.9929917,facility,,,,,
43.22337,131.9927501,facility,,,,,
43.2210764,131.9925346,facility,,,,,
43.2210998,131.9924463,facility,,,,,
43.2211185,131.9926069,facility,,,,,
43.2211961,131.9922549,facility,,,,,
43.2212236,131.9923048,facility,,,,,
43.2212429,131.9922956,facility,,,,,
43.2212429,131.9923196,facility,,,,,
43.2212737,131.9923034,facility,,,,,
43.2212831,131.9922521,facility,,,,,
43.2213923,131.9928742,facility,,,,,
43.2214397,131.9927439,facility,,,,,
43.2216322,131.9927976,facility,,,,,
43.2217352,131.9921187,facility,,,,,
43.2217651,131.992845,facility,,,,,
43.2221763,131.9918244,facility,,,,,
43.2232462,131.9929356,facility,,,,,
43.2237248,131.9929542,facility,,,,,
43.2237512,131.9929486,facility,,,,,
43.2237742,131.9929526,facility,,,,,
43.2244299,131.9935351,fast_food,,,,,
43.0982121,131.8620394,pharmacy,Аптека №1,,o'vita,,
43.09829,131.8621135,education,Библиотека № 10,,,,
43.0926549,131.8622118,restaurant,Незабудка,,,,
43.0933486,131.8629703,post_box,,,Почта России,,
43.0959511,131.8622717,bank,,,Примсоцбанк,,
43.0950634,131.8627683,goverment,участковый пункт №22,,,,
43.1095963,131.9399991,fast_food,Андежан,,,,
43.122037,131.90739,cafe,Serebro,,,,
43.1513183,131.9049308,facility,,,,,
43.157441,131.9108298,cafe,Максим,,,,
43.1802742,131.9204208,pharmacy,,,,,
43.2057589,131.9545111,alco,,,,,
43.2057314,131.9545897,cafe,Мечта,,,,
43.2073025,131.9533155,restaurant,Столовая,,,,
43.206049,131.9542634,facility,,,,,
43.206085,131.95407,facility,,,,,
43.2060976,131.9540618,facility,,,,,
43.2071438,131.9535002,nightclub,,,,,
43.1574532,131.9108033,cafe,Максим,,,,
43.1130402,131.9403686,facility,,,,,
43.1295139,131.8929447,atm,,,Сбербанк,,
43.1119209,131.9307583,medics,Медико-социальная реабилитация,,,,
43.1146834,131.8883892,restaurant,Аня и Соня,,,,
43.1121211,131.9202327,bank,,,Восточный,,
43.1328172,131.9059908,facility,,,,,
43.1072025,131.9434834,atm,Росбанк,,,,
43.1643686,131.9058419,cafe,Экспресс,,,,
43.1651582,131.9060247,fast_food,Fast Food,,,,
43.1634336,131.9062142,car_wash,Karcher,,,,
43.1647325,131.9053587,pharmacy,Аптека экономных людей,,,,
43.1634844,131.9063634,medics,Борменталь,Центр похудения,,,
43.163415,131.90628,restaurant,Ханай,,,,
43.1640402,131.9051375,facility,,,,,
43.1643946,131.90608,facility,,,,,
43.1667076,131.9084433,cafe,Republic,,,,
43.1675853,131.9088694,medics,Sona,,,,
43.1667456,131.9086028,pharmacy,Моя аптека,,,,
43.1441105,131.9075269,medics,Гинекология,,,,
43.1219968,131.9043357,cafe,Кым ган сан,,,,
43.1125088,131.9242169,medics,центр Здравие,,,,
43.108874,131.8784321,bank,Банк Приморье,,Банк Приморье,,
43.1754059,131.9331647,cafe,Любимый,больничное небольшое кафе,,,
43.1754127,131.9328824,atm,Росбанк,,,,
43.122284,131.8844143,cafe,Хохлома,,,,
43.1113528,131.8789004,bank,,,ББР Банк,,
43.1222683,131.8844087,atm,,,ББР Банк,,
43.1754245,131.9329147,pharmacy,Ортомед,Ортопедический магазин,,,
43.1754188,131.9334657,vending_machine,Приём платежей,,,,
43.1717583,131.9268242,medics,Приморский краевой онкологический диспансер,,,,
43.2726398,132.0713369,fast_food,Курочка,гриль,,,
43.2815059,132.0642903,cafe,Гулам,,,,
43.2781682,132.0652547,pharmacy,,,,,
43.2846501,132.0669402,car_wash,Автомойка грузовая и легковая,,,,
43.110083,131.9341503,medics,Доктор Тафи,,,,
43.1340075,131.9370986,fast_food,Вкусный STOP,,,,
43.1238685,131.9459142,place_of_worship,Восточная Христианская Церковь,,,,
43.1237423,131.9459548,place_of_worship,Церковь Святой Троицы,,,,
43.1213046,131.9014728,facility,,,,,
43.1120606,131.9214133,education,Филиал детского сада №154,,,,
43.1072625,131.9433172,medics,Гинекологическое отделение,,Городская больница №4,,
43.1330753,131.9165751,atm,,,ТрансКредитБанк,,
43.1108528,131.9359885,bank,Югра,,,,
43.1050158,131.9385762,fast_food,,,,,
43.1166167,131.8827028,cafe,Шоколадница,кофейня,,,
43.1132881,131.9018564,fast_food,Таверна,,,,
43.1132485,131.9018557,facility,,,,,
43.113523,131.9018624,facility,,,,,
43.114487,131.9101663,cafe,Столовая,,,,
43.1090548,131.9378316,car_wash,На луговой,,,,
43.1730329,131.9101389,pharmacy,,,,,
43.172751,131.9095078,pharmacy,,,,,
43.1122634,131.937895,fast_food,Гонконг,шведский стол,,,
43.0985211,131.9197358,pharmacy,Pharma,,,,
43.0995747,131.9219153,fast_food,Stroganoff,,,,
43.099123,131.921742,pharmacy,Монастырёв.рф,,,,
43.0989682,131.92167,education,Профи центр,,,,
43.093418,131.9186903,fast_food,,,,,
43.0933644,131.918197,pharmacy,Надалекс,,,,
43.1228823,131.9382922,medics,ДиаМед,,,,
43.1116015,131.9360693,atm,Сбербанк,,,,
43.1116901,131.936042,bank,Сбербанк,,,,
43.0856599,131.9264187,car_wash,Автомойка,,,,
43.0899954,131.9263089,fuel,Мега Тэк,,,,
43.1116197,131.9371711,facility,,на третьем этаже,,,
43.1076675,131.939676,atm,Сбербанк,с возможностью влржения денег,,,
43.1076515,131.9397271,pharmacy,Аптечный пункт,,,,
43.1173006,131.9538519,facility,,,,,
43.1121065,131.9344721,education,ABC Мир,"группа продлённого дня, детский летний лагерь",,,
43.0991408,131.9408357,telephone,,,,,
43.1686111,131.9348912,car_wash,Небо и земля,супермаркет дисков,,,
43.1685538,131.9350978,pharmacy,,,,,
43.1687433,131.9216752,fast_food,Быстро,,,,
43.1689569,131.9199875,bank,Хоум кредит,,,,
43.1692388,131.9217134,facility,,,,,
43.1692501,131.9218246,fast_food,,,,,
43.1365067,131.9271701,alco,Миллениум,бар бильярд,,,
43.1364034,131.9271402,car_wash,Автомойка №1,,,,
43.1337772,131.9254497,fast_food,Вкусное окошко,,,,
43.1331601,131.9238012,fast_food,Свежая выпечка,,,,
43.1323126,131.8995407,pharmacy,Аптека,,,,
43.1327975,131.8989433,pharmacy,Аптека,,,,
43.1316665,131.8999471,veterinary,Ветаптека №1,,,,
43.1305636,131.9009983,bank,ВТБ,,Банк ВТБ (публичное акционерное общество),ВТБ,
43.1316063,131.8999691,pharmacy,Семейная аптека,,,,
43.1318085,131.8998856,bank,Совкомбанк,,,,
43.1291248,131.9012389,medics,Стоматология,,,,
43.1325689,131.8994034,bank,Хоум кредит,,,,
43.1270912,131.9042608,atm,,,ПримСоцбанк,,
43.1287624,131.901453,atm,,,Сбербанк России,,
43.1307405,131.9009033,atm,,,ВТБ24,,
43.1322605,131.8997342,fast_food,,,,,
43.1223251,131.9045836,cafe,Богема,,,,
43.1199468,131.9045374,fast_food,STOP-LINE,автокафе,,,
43.1190059,131.9074806,fast_food,Snack,,,,
43.1187823,131.9079201,fast_food,,,,,
43.1188867,131.9078574,facility,,,,,
43.1189764,131.9078513,facility,,,,,
43.0988241,131.9393568,alco,ЧиVas,русская кухня,"ООО ""Алмаз""",,
43.1512964,131.9082391,fast_food,Royal Burger,,,,
43.1545252,131.9109385,nightclub,Tokyo sushi club,,,,
43.1531396,131.9096763,pharmacy,Аптека,,,,
43.1514686,131.9087361,atm,ДВБ,,,,
43.153832,131.9102173,education,Детская краевая,,,,
43.1536966,131.9105907,restaurant,Китайская кухня,,,,
43.154124,131.9106478,medics,ПримаМед,,,,
43.1528967,131.9094973,atm,Примсоцбанк,,,,
43.1515123,131.9087702,atm,РосБанк,,,,
43.1533967,131.909887,education,Центральная им. А.П. Чехова,,,,
43.1034653,131.9449186,facility,,,,,
43.1335451,131.8993856,atm,Сбербанк,,Сбербанк,,
43.1453466,131.9136986,pharmacy,Аптека,,,,
43.1632268,131.917107,medics,Асклепий,,,,
43.16322,131.9172054,facility,,,,,
43.1634217,131.9170488,fountain,,,,,
43.1604333,131.9128131,pharmacy,Аптека,,,,
43.133542,131.9356565,medics,Санас,,,,
43.1148873,131.8891851,atm,,,,,
43.1149678,131.8890399,facility,,,,,
43.1073003,131.9462751,facility,,,,,
43.1075937,131.9402953,cafe,Надежда,"Шурпа, Лагман, Манты, Шашлык в тандыре, Самса в тандыре",,,
43.0893077,131.8600023,atm,,,МосОблБанк,,
43.089609,131.8607586,atm,,,Сбербанк,,
43.1137761,131.881409,atm,,,ВТБ24,,
43.0908806,131.8609746,post_box,,,,,
43.0934193,131.8630231,bank,,,Азиатско-Тихоокеанский банк,,
43.1138891,131.8814668,post_box,,,,,
43.1158877,131.9046629,medics,,,Асклепий,,
43.0968732,131.8608187,cafe,,,,,
43.0969796,131.8606977,car_wash,,,,,
43.0923918,131.8611834,medics,Медицинский центр,,,,
43.0936813,131.8632519,fast_food,,,,,
43.0959434,131.8622405,atm,,,ПримСоцБанк,,
43.1033438,131.8704092,bank,,,ДВБанк,,
43.1097734,131.8805745,goverment,,,,,
43.1139202,131.8818068,education,,,,,
43.13242,131.8988595,atm,,,Сбербанк,,
43.119579,131.8807179,cafe,Вишнёвый Сад,,,,
43.1124364,131.8791657,restaurant,Точка суши,,,,
43.1036597,131.8700866,bank,,,Bank of China,,
43.1168365,131.8824495,bank,,,home credit,,
43.1637217,131.9138867,alco,Ганс,,,,
43.1692783,131.9321006,bank,,,Приморье,,
43.1725379,131.9385964,atm,,,Сбербанк,,
43.0983906,131.9526454,car_wash,,,,,
43.1131558,131.9311212,restaurant,matsuri,,,,
43.1215546,131.8922803,medics,имплантс,,,,
43.1123795,131.9365886,fast_food,Куры-Гриль,,,,
43.1123283,131.9356446,car_wash,мойка грузовиков,,,,
43.1110436,131.9361339,atm,,несколько банкоматов в здании,Сбербанк,,
43.1032467,131.8974353,bank,Банк Приморье,,,,
43.111386,131.9346747,medics,Панадента,магазин фурнитуры для мебели,,,
43.1105408,131.9357376,facility,,переносные биокабинки,,,
43.1088404,131.9419122,medics,Отролюкс,Ортопедический салон,,,
43.1077001,131.9396065,fast_food,Via Vai,,,,
43.1069395,131.9433961,facility,,,,,
43.1045183,131.9369557,atm,,,Сбербанк,,
43.1021951,131.9499809,car_wash,,,,,
43.1150217,131.9108669,cafe,Coffee beans,,,,
43.1145286,131.8860745,atm,,,ДальКомБанк,,
43.1146128,131.8862978,facility,,Биотуалеты,,,
43.1152841,131.8888566,bank,Сбербанк,,Сбербанк России,,
43.1117761,131.9372952,atm,,,,,
43.1117863,131.9375574,atm,,,Далтабанк,,
43.1113848,131.9392341,facility,,,,,
43.1228808,131.9048155,fast_food,Coffee machine,,,,
43.1227938,131.9050966,car_wash,Автомойка,,,,
